https://www.imdb.com/title/tt1506999/reviews?ref_=tt_ov_rt,8/10,I really enjoyed this movie for one reason,imdb-12650,https://www.imdb.com/user/ur9465753/?ref_=tt_urv,11 May 2012,"149 out of 202 found this helpful. Was this review helpful? Sign in to vote.
Permalink",False,"This movie stands out from any movie I've ever seen for one reason: it is the only movie I've seen where I believed the people fighting were actually fighting. I can't remember ever seeing a film where I was actually wincing and tensing up from fear that somebody was going to get hurt.

This isn't a film that depends on CGI or fast cuts or clever angles or even stunt people for the most part. The star of the film is clearly a very physical and capable woman of action, and she made me believe she was actually hurting the people she was pretending to hurt.

For that reason alone, it will always stand out in my memory. Most action films these days are terribly boring because it's all so cartoonish and exaggerated and stylized, and therefore unbelievable and fake. But this film kept the action grounded in the physical capabilities of its very capable star, and that made it anything but boring. I guess it didn't do to well at the box office, which is too bad. If this had launched a franchise I'd have been a big fan."
https://www.imdb.com/title/tt1506999/reviews?ref_=tt_ov_rt,6/10,Chasing Gina,Prismark10,https://www.imdb.com/user/ur4569900/?ref_=tt_urv,31 August 2014,"7 out of 7 found this helpful. Was this review helpful? Sign in to vote.
Permalink",False,"Haywire is directed by Steven Soderbergh and features an all star cast that includes Michael Douglas, Ewan McGregor, Antonio Banderas, Channing Tatum and Michael Fassbender.

However the main star is MMA fighter Gina Carano as Mallory Kane who works in black ops and is hired to pose as he wife of a British agent and ends up being a target for elimination herself. Carano has to unravel who is trying to set her up.

The film is shot with little dialogue and a moody setting, many of the known cast has small roles and its a 'unHollywood thriller' although Carano does get to kick ass as well as getting chased mainly in the streets or rooftops of Dublin.

Fassbender and Carano's scenes standout especially their combat sequences. Its an unusual film given the director is an Oscar winner 'A' lister director who has gone back to his roots and decided to make an independent action film. By and large he succeeds and Carano looks like someone, given the right material who could breakout as an action star."
https://www.imdb.com/title/tt1506999/reviews?ref_=tt_ov_rt,7/10,"Nothing new, but likeably cool!",martinrobertson300482,https://www.imdb.com/user/ur21241039/?ref_=tt_urv,1 February 2012,"166 out of 235 found this helpful. Was this review helpful? Sign in to vote.
Permalink",False,"Once again, I stepped into a movie with zero expectations, and was pleasantly surprised. People told me to avoid ""Haywire"" but I found it reasonably entertaining.

First off, I was amazed by the number of likable actors that are in the movie - Ewan McGregor, Michael Fassbender, Michael Douglas, Antonio Banderas and Bill Paxton (where has he been hiding?) all star in co-roles. I don't know the main actress in the movie but she did a fine job, and apparently did all her own stunts.

Flick has been un-fairly compared to Angelina Jolies ""Salt."" Why? Because it stars a woman kicking guys ass's perhaps? I guess their plots are kind off similar too, but ""Salt"" was an over the top action movie. Outside of a couple of movie-style fights ""Haywire"" feels more realistic, but where it really succeeds is in its style. It works as a cool thriller that I found myself smiling at because off the way it tells its ex-assassin-getting-chased-again plot. Although maybe not everyone will give it a thumbs up, I will because I enjoyed it."
https://www.imdb.com/title/tt1506999/reviews?ref_=tt_ov_rt,4/10,Meh....,Chris0184,https://www.imdb.com/user/ur24043409/?ref_=tt_urv,21 January 2012,"154 out of 232 found this helpful. Was this review helpful? Sign in to vote.
Permalink",True,"I've literally just seen this and came out of the cinema thinking 'Was that it?'. OK, the fight sequences were good, an easy rival for the likes of Bourne, and the occasional one line comments did make me chuckle but the acting, especially from the lead character, was pretty poor. I even expected more from the likes of Douglas, McGregor and Fassbender!

The general plot was there and developed over what seemed like 3 hours, however I felt the film was disjointed, predictable, and why she insisted on befriending a random bloke and telling him her entire life story after stealing his car is beyond me.

All in all I felt cheated, let down, and like I was watching a well budgeted university film.
154 out of 232 found this helpful. Was this review helpful? Sign in to vote.
Permalink"
https://www.imdb.com/title/tt1506999/reviews?ref_=tt_ov_rt,5/10,"Mediocre, oh so mediocre...",pagangod,https://www.imdb.com/user/ur0665253/?ref_=tt_urv,21 January 2012,"220 out of 351 found this helpful. Was this review helpful? Sign in to vote.
Permalink",False,"It's got a simple, but hugely unoriginal plot - Special Ops agent gets doubled-crossed (yawn) and proceeds to exact her revenge on those who wronged her, yeah, it sounds very much like the standard plot for your average Steven Seagal straight-to-DVD actioner - not a film directed by Steven Soderbergh!

I suspect that Soderbergh is not overly familiar with this particular genre, otherwise he might have avoided the clichéd script like the plague...

The direction for this piece is restrained almost to the point of inertia - any energy generated within the action scenes comes sorely from the mixed-martial artistry of Ms. Carano, it almost feels as if Mr. Soderbergh is embarrassed by the notion of directing an action thriller.

Soderbergh does his usual thing of peppering his films with stars and/or solid character actors, but despite the presence of the likes of Ewan MacGregor, Michael Fassbender, Antonio Banderas, Michael Douglas, etc, they are underused in what are essentially expanded cameos - only MacGregor gets to shine a little, but his character is underwritten and lacks any credible motivation for his actions.

Gina Carano acquits herself quite well, especially so given the fact that she is carrying the movie on her inexperienced shoulders - that and the cold, hard reality that her character is basically a Jason Bourne clone, albeit with female genitalia...

The film also suffers from the fact that it doesn't have a climax, it just simply stops.

The restrained approach Soderbergh adopted for this film is it's undoing - short, sporadic bursts of action in an uninspired and leisurely-paced script damage Haywire badly, if Steven Soderbergh had bothered to have injected a bit more zest and flair into his direction, the film might have been redeemed somewhat and not turned into the lifeless, miserable clone that it is.

PG."
https://www.imdb.com/title/tt1506999/reviews?ref_=tt_ov_rt,7/10,Classy Action Thrills,billygoat1071,https://www.imdb.com/user/ur25517909/?ref_=tt_urv,5 February 2012,"98 out of 151 found this helpful. Was this review helpful? Sign in to vote.
Permalink",False,"The story of Haywire is not really appealing. It's about someone tough who got betrayed then wants revenge. It's been used in so many action films. But Haywire has a different purpose to exist. It's about giving Gina Carano her own show with Steven Soderbergh's direction. It's pretty fascinating. Both merits cover the ""cookie-cutterness"" of the plot. It's not your standard action film with senseless explosions and mediocre dumbness. It's a film with art, style, and action scenes that are ridiculous and realistic. It's short but it's still worth the ride.

The film isn't really trying to be original, big, or loud. Haywire is one of Soderbergh's experiments. The story may not be original but he tells it in a pretty clever way. The first half of the film takes place on a car and shows a lot of flashbacks. The scenes are pretty slick. The action is silent but it's pretty awesome. Gina Carano made every fights dangerously exciting. The other stars does their thing but they don't appear that much. It's one of Soderbergh's trademarks. He casts some big stars but they end up being minor characters. Well, this is Carano's show. It's all about her.

The only thing that disappoints me here is it's too short and there are only few fight scenes. But there are still some action scenes that are pretty exciting like the car chase in New York and the SWAT chase in Dublin were well shot and have a good amount of suspense. The rest of the filmmaking: Well written. The score is fancy. The cinematography and editing are simply art.

Haywire is as simple as it gets. It may not be a fast action blockbuster but it is more interesting than that. It's not quite recommendable to everyone unless you like art films, Soderbergh's directing style, or Gina Carano. No female action star can fight like Gina Carano. It's fun to see her beat up all of these men. Since we are now stuck with action films with mediocre filmmaking, at least we get to see another classy action film like this. But the true core of this film is Gina Carano."
https://www.imdb.com/title/tt1506999/reviews?ref_=tt_ov_rt,8/10,An honest review,dannyolivercampbell,https://www.imdb.com/user/ur24069879/?ref_=tt_urv,25 January 2012,"227 out of 370 found this helpful. Was this review helpful? Sign in to vote.
Permalink",False,"A lot of people are just voting 1 for this film without any just cause other then they don't want to like this film. I believe this film has flaws but as a whole, is a very unique and special experience. When I watched this film, it was not like any film that I had seen before, from the camera angles, sound choices, etc. I felt some of the sound choices were strange but it went with the whole flow of the movie. This movie is NOT a standard action movie but more like watching art. There were few fight scenes but the fight scenes that are in the movie have a raw feeling to them and are extremely well choreographed. They are believable because the main character's hand to hand fights are all one on one with the exception of one fight in which she is fighting two people. But it is believable because she gets a surprise attack on the two people. The other fights, she is fighting people her size except for one fight, in which she was getting her ass handed to her until someone else joined in and helped her.

I think people were either expecting an ACTION action movie or a Oscar worthy drama but this movie is neither. It has a very surreal feeling and it can be slow but it has a very real feeling to it as well and is more like an experience then a movie. The fight scenes alone are worth the price of admission, and seeing the birth of a legitimate female action star. Was her acting stellar? No but it was pretty good, especially for someone who has never acted before. She can only improve from here."
https://www.imdb.com/title/tt1506999/reviews?ref_=tt_ov_rt,7/10,A very cool retro spy film,jbarnes-10,https://www.imdb.com/user/ur5219412/?ref_=tt_urv,24 January 2012,"98 out of 155 found this helpful. Was this review helpful? Sign in to vote.
Permalink",False,"I really liked ""Haywire"" and Gina Carano is one tough cookie with an ax to grind. The film has a very independent feel about it, along with a very retro style. Carano is great in her role, totally believable and the girl does her own stunts! The story is a bit hard to follow so you do have to pay attention and have a normal adult attention span. If you are expecting ""Fast and Furious"" or some other schlock like that, this is not the movie for you. There are intense action scenes and slower parts where the story really unfolds. All of the male stars in this film are simply backdrop for Gina's kick ass, don't f**k with me fellows attitude. A very unique and intelligent story worth seeing.
98 out of 155 found this helpful. Was this review helpful? Sign in to vote.
Permalink"
https://www.imdb.com/title/tt1506999/reviews?ref_=tt_ov_rt,8/10,"Sharp, Uncomplicated, and Thrilling, 'Haywire' Packs its Punches Quite Effectively.",akash_sebastian,https://www.imdb.com/user/ur18279193/?ref_=tt_urv,21 October 2014,"7 out of 8 found this helpful. Was this review helpful? Sign in to vote.
Permalink",False,"Sharp, uncomplicated, and thrilling, 'Haywire' packs its punches quite effectively. The gloomy tone, the serious setting, the unapologetically aggressive fight sequences; this is an unusual action drama.

From the initial confrontation scene to the movie's comic ending, there isn't a single dull moment in it. The list of talented male actors involved is endless - Tatum, McGregor, Douglas, Banderas, Fassbender, Paxton. But it's the athletic and talented female lead, not-so-known Gina Carano, who carries the movie forward. She's like the female Bourne. I wonder why she hasn't done more movies.

The action sequences between Carano and the male actors are uniquely brilliant; the male and the female punch, hit and kick each other with the same amount of raw brutal force, which is not usually seen in movies. In that regard, the movie is quite feminist, in my opinion. And the fact that no sound effect or background score is used during the fight scenes make the sequences feel more real and effective.

The editing is tight, the camera-work is beautiful, the background score is minimal, and the story doesn't try too hard to be complex, which makes the movie an exhilarating ride."
https://www.imdb.com/title/tt1506999/reviews?ref_=tt_ov_rt,10/10,Really good action movie,jensenjesper,https://www.imdb.com/user/ur1269017/?ref_=tt_urv,30 May 2014,"11 out of 14 found this helpful. Was this review helpful? Sign in to vote.
Permalink",False,"I really liked this movie. It has a lot of twists and turns in the plot, but none too obvious and too script convenient. I think Gina Carano did a very good job and will definitely watch out for her movies. I like the reality feel of the fight scenes and the tempo of the movie. I would very much like to see a sequel to this one. It would be interesting to see Gina's character evolve furthermore. It's good to see a tough female action character, and knowing what she can do in real life mixed martial art battles makes her character even more convincing. The character that Gina Carano plays in this movie is very focused and professional (as she should be in this kind of job). All in all I think it is very entertaining and all the characters are well played.
11 out of 14 found this helpful. Was this review helpful? Sign in to vote.
Permalink"
